UID Class Diagram,Class Diagram,UID BO,Referenced Element,Dimension,Positions,Colour,
83e13d26-918b-ea11-8295-06e7a30f2f68,Investment Portfolio Planning BOM Diagram,a90a7c61-497d-e911-823e-069ad1a2e648,CustomerAgreement,"400.000, 180.000","1900.000, 1260.000","255, 128, 128",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","480.000, 1130.000","234, 232, 232",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","1240.000, 370.000","234, 232, 232",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"620.000, 180.000","1980.000, 350.000","234, 232, 232",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,a90a7c61-497d-e911-823e-069ad1a2e648,CustomerAgreement,"400.000, 180.000","2360.000, 690.000","255, 128, 128",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct,"400.000, 180.000","2900.000, 1092.000","234, 232, 232",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,3ff20cc9-4c7d-e911-823e-069ad1a2e648,ProductSalesAgreement,"409.000, 180.000","2043.000, 1150.000","255, 255, 255",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,1ab9690c-f297-e911-827a-06d89370a58e,AgreementCondition,"500.000, 200.000","1800.000, 730.000","255, 128, 128",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","480.000, 760.000","234, 232, 232",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,9b6243fa-53b5-ea11-829f-06ddb95e6bc8,ProductSalesArrangement,"440.000, 180.000","2200.000, 1490.000","255, 255, 255",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,7314f250-f5a9-e911-8288-06812ee60d2a,MoneyTransferTransaction,"447.000, 180.000","3240.000, 2250.000","255, 255, 255",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,775b8400-54b5-ea11-829f-06ddb95e6bc8,ProductSalesTermAndCondition,"841.000, 200.000","1120.000, 1490.000","255, 255, 255",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,83dfcf36-54b5-ea11-829f-06ddb95e6bc8,ProductSalesArrangementFulfilmentEvent,"989.000, 200.000","2100.000, 1890.000","255, 255, 255",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,d16b937e-8ad1-ea11-82b1-061e3979cf2c,LimitArrangement,"496.000, 380.000","1405.000, 1770.000","255, 255, 255",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,"440.000, 180.000","2320.000, 2270.000","255, 255, 255",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,9fe05cf9-fd60-e911-8237-068e13695e26,Account,"400.000, 180.000","3080.000, 1490.000","234, 232, 232",
721bb3d1-998b-ea11-8295-06e7a30f2f68,Sales Product BOM Diagram,e807fd98-56b5-ea11-829f-06ddb95e6bc8,ProductSalesAgreementInvolvement,"590.000, 180.000","1115.000, 1130.000","255, 255, 255",
177a1d01-60b1-ea11-829f-06cfa6a4383a,Market Order Execution BOM Diagram,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,"320.000, 140.000","1940.000, 880.000","234, 232, 232",
177a1d01-60b1-ea11-829f-06cfa6a4383a,Market Order Execution BOM Diagram,43bcacca-69a9-ea11-829f-06478228ed28,InvestmentAccount,"400.000, 180.000","540.000, 1120.000","255, 128, 128",
177a1d01-60b1-ea11-829f-06cfa6a4383a,Market Order Execution BOM Diagram,32335591-46b1-ea11-829f-06cfa6a4383a,CashAccount,"400.000, 180.000","800.000, 1320.000","255, 128, 128",
177a1d01-60b1-ea11-829f-06cfa6a4383a,Market Order Execution BOM Diagram,4461ab6c-52b1-ea11-829f-06cfa6a4383a,MarketOrder,"460.000, 260.000","1620.000, 480.000","255, 128, 128",
177a1d01-60b1-ea11-829f-06cfa6a4383a,Market Order Execution BOM Diagram,682388a6-57b1-ea11-829f-06cfa6a4383a,MarketTradeTransaction,"520.000, 280.000","1620.000, 1180.000","255, 255, 255",
177a1d01-60b1-ea11-829f-06cfa6a4383a,Market Order Execution BOM Diagram,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,"400.000, 180.000","1650.000, 160.000","234, 232, 232",
177a1d01-60b1-ea11-829f-06cfa6a4383a,Market Order Execution BOM Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","940.000, 160.000","234, 232, 232",
177a1d01-60b1-ea11-829f-06cfa6a4383a,Market Order Execution BOM Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","300.000, 160.000","234, 232, 232",
177a1d01-60b1-ea11-829f-06cfa6a4383a,Market Order Execution BOM Diagram,2081d1e4-59b1-ea11-829f-06cfa6a4383a,MarketOrderInvolvement,"414.000, 180.000","920.000, 420.000","255, 255, 255",
177a1d01-60b1-ea11-829f-06cfa6a4383a,Market Order Execution BOM Diagram,ffe016a6-7ba9-ea11-829f-06478228ed28,Security,"426.000, 260.000","2377.000, 480.000","255, 255, 255",
177a1d01-60b1-ea11-829f-06cfa6a4383a,Market Order Execution BOM Diagram,7b27eac8-64b1-ea11-829f-06cfa6a4383a,MarketTrade,"400.000, 180.000","980.000, 760.000","255, 255, 255",
177a1d01-60b1-ea11-829f-06cfa6a4383a,Market Order Execution BOM Diagram,5a795355-84a9-ea11-829f-06478228ed28,SecuritiesPosition,"420.000, 280.000","2320.000, 1400.000","255, 128, 128",
b4a2829b-a68b-ea11-8295-06e7a30f2f68,System Development BOM Diagram,fb61a357-9f51-ea11-8289-06269fe19394,Project,"484.000, 440.000","920.000, 670.000","255, 255, 255",
b4a2829b-a68b-ea11-8295-06e7a30f2f68,System Development BOM Diagram,85d78b16-59b5-ea11-829f-06ddb95e6bc8,ITSystemDevelopmentProject,"501.000, 180.000","880.000, 1340.000","255, 255, 255",
b4a2829b-a68b-ea11-8295-06e7a30f2f68,System Development BOM Diagram,5be8a55c-a051-ea11-8289-06269fe19394,Deliverable,"400.000, 180.000","1740.000, 670.000","255, 255, 255",
b4a2829b-a68b-ea11-8295-06e7a30f2f68,System Development BOM Diagram,440a93de-49b5-ea11-829f-06ddb95e6bc8,ITSystem,"400.000, 180.000","160.000, 1340.000","255, 255, 255",
b4a2829b-a68b-ea11-8295-06e7a30f2f68,System Development BOM Diagram,a88b4526-5ab5-ea11-829f-06ddb95e6bc8,ITSystemDevelopmentDeliverable,"549.000, 180.000","1880.000, 1320.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct,"400.000, 180.000","3462.000, 444.000","234, 232, 232",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","1862.000, 884.000","234, 232, 232",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,65438ba3-fbaa-ea11-829f-0691f30ba14c,FinancialAdvisoryServiceArrangement,"640.000, 480.000","2562.000, 1840.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"400.000, 180.000","2662.000, 444.000","234, 232, 232",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,823053bb-a486-e911-823e-062687e6a904,ProductFeature,"400.000, 180.000","3462.000, 144.000","234, 232, 232",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,7c7f00b7-f8aa-ea11-829f-0691f30ba14c,FinancialAdvisoryService,"440.000, 220.000","3460.000, 840.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,6f3b841a-fbaa-ea11-829f-0691f30ba14c,FinancialAdvisoryServiceAgreement,"584.000, 180.000","2570.000, 884.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,f5145a15-138d-e911-823e-067b7da9d714,Session,"400.000, 180.000","4162.000, 2220.000","234, 232, 232",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,f95fcc09-feaa-ea11-829f-0691f30ba14c,FinancialAdvisoryServiceSession,"539.000, 180.000","3462.000, 2220.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,3b53beb6-f4a9-e911-8288-06812ee60d2a,ArrangementFulfilmentEvent,"471.000, 180.000","2937.500, 3280.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,6fd7342a-138d-e911-823e-067b7da9d714,System,"400.000, 180.000","3762.000, 1404.000","234, 232, 232",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,e4923c9f-ffaa-ea11-829f-0691f30ba14c,FinancialAdvisoryServiceArrangementFulfilmentEvent,"849.000, 180.000","2488.500, 2960.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,6fd7e5af-04ab-ea11-829f-0691f30ba14c,ProductGuidanceAdvisoryService,"548.000, 180.000","4222.000, 1064.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,b5a55978-a5a4-e911-8284-062084c0b880,FeeArrangementFulfilmentEvent,"528.000, 260.000","1682.000, 2884.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,37798c34-03ab-ea11-829f-0691f30ba14c,FinancialPlanningAdvisoryService,"549.000, 180.000","4202.000, 604.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,3ffd5d93-e297-e911-827a-06d89370a58e,FeeProductFeature,"476.000, 380.000","4276.500, 1304.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,586501c5-00ab-ea11-829f-0691f30ba14c,FinancialAdvisoryServiceInvolvement,"599.000, 180.000","2162.000, 1524.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,3f5a684e-aea1-ea11-829a-065300d6f09e,TaxOptimizationAdvisoryServiceArrangement,"724.000, 180.000","542.000, 2244.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,974543f6-3494-e911-823e-069871e4ec9c,FeeArrangement,"486.000, 440.000","1902.000, 2020.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,6a9a554a-04ab-ea11-829f-0691f30ba14c,TaxOptimizationAdvisoryService,"527.000, 180.000","4222.000, 824.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,a2226ddf-d241-ea11-8289-06eda7f62320,FeeArrangementModality,"520.000, 260.000","2122.000, 2564.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,0470cf2a-07ab-ea11-829f-0691f30ba14c,ProductGuidanceAdvisoryServiceArrangementFulfilmentEvent,"979.000, 180.000","382.000, 3024.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,65ed5cfa-05ab-ea11-829f-0691f30ba14c,FinancialPlanningAdvisoryServiceArrangement,"746.000, 180.000","1116.000, 2020.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,18c65fc2-b1a1-ea11-829a-065300d6f09e,TaxOptimizationAdvisoryServiceArrangementFulfilmentEvent,"958.000, 180.000","562.000, 2724.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,6cd30750-06ab-ea11-829f-0691f30ba14c,FinancialPlanningAdvisoryServiceArrangementFulfilmentEvent,"980.000, 180.000","962.000, 2514.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,5d67fddc-06ab-ea11-829f-0691f30ba14c,ProductGuidanceAdvisoryServiceArrangement,"745.000, 180.000","300.000, 2020.000","255, 255, 255",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,6e23c00f-efce-e911-8296-06bf764cb4bc,CustomerPositionState,"400.000, 180.000","4400.000, 380.000","255, 128, 128",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","1400.000, 1240.000","234, 232, 232",
46469e98-888b-ea11-8295-06e7a30f2f68,Consumer Advisory Services BOM Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","2160.000, 1240.000","234, 232, 232",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,30a4d16d-6080-e911-823e-061de61e9206,Asset,"460.000, 440.000","2483.000, 520.000","255, 255, 255",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,cb9e2d6a-e5af-ea11-829f-0681374b35cc,IntellectualProperty,"644.000, 380.000","1363.000, 520.000","255, 255, 255",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,7eca62f9-e7af-ea11-829f-0681374b35cc,IntellectualPropertyMaintenance,"912.000, 340.000","1823.000, 1560.000","255, 255, 255",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,23cc4801-c480-e911-823e-065e8061d7e6,Routine,"400.000, 180.000","2820.000, 1690.000","255, 255, 255",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,45313601-e7af-ea11-829f-0681374b35cc,IntellectualPropertyAdministrativePlan,"610.000, 180.000","1380.000, 1200.000","255, 255, 255",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,a2167574-8f80-e911-823e-061de61e9206,AdministrativePlan,"505.000, 260.000","2683.000, 1200.000","255, 255, 255",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,de2498cb-6188-e911-823e-06b09c770f0c,Jurisdiction,"400.000, 180.000","623.000, 500.000","255, 255, 255",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,51d4c847-e9af-ea11-829f-0681374b35cc,IntellectualPropertyInvolvement,"510.000, 180.000","1080.000, 140.000","255, 255, 255",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,3a235c19-e9af-ea11-829f-0681374b35cc,intellectualPropertyProtectionMechanism,"655.000, 180.000","383.000, 720.000","255, 255, 255",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,"400.000, 180.000","1687.000, 160.000","234, 232, 232",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","20.000, 140.000","234, 232, 232",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","560.000, 140.000","234, 232, 232",
2a2c6c8f-8b8b-ea11-8295-06e7a30f2f68,Intellectual Property Portfolio BOM Diagram,0c91e801-e8af-ea11-829f-0681374b35cc,IntellectualPropertyAssignment,"824.000, 320.000","923.000, 1570.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,"400.000, 180.000","1836.500, 460.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,43bcacca-69a9-ea11-829f-06478228ed28,InvestmentAccount,"400.000, 180.000","840.000, 220.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,d8ea56fc-eeab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioAnalysis,"460.000, 260.000","1660.000, 840.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,a28c76bd-f5ab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioAnalysisReport,"559.000, 180.000","1529.500, 1260.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,4bd8ac46-f7ab-ea11-829f-067a4ad4fc9c,FinancialMarketResearchReport,"537.000, 180.000","1089.500, 1640.000","255, 128, 128",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,6e02f897-b6a4-ea11-829f-0660fb1fa966,FinancialAsset,"480.000, 180.000","140.000, 840.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,7843530c-f6ab-ea11-829f-067a4ad4fc9c,AnalysisReport,"548.000, 180.000","1688.500, 1580.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,5c47482d-d8ab-ea11-829f-067a4ad4fc9c,FinancialMarket,"400.000, 180.000","420.000, 1240.000","255, 128, 128",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,a1581823-c9ab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioSensitivityAnalysis,"610.000, 180.000","2476.000, 1260.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,231bdf18-2e76-e911-823e-065f1d1f71b2,Algorithm,"400.000, 180.000","2560.000, 460.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,2b91327b-b6a4-ea11-829f-0660fb1fa966,FinancialInstrument,"400.000, 180.000","380.000, 400.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","1288.500, 100.000","234, 232, 232",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,564555eb-f2ab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioPerformanceAnalysis,"652.000, 180.000","2434.000, 780.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,62e630b8-ddab-ea11-829f-067a4ad4fc9c,FinancialMarketResearch,"425.000, 180.000","429.500, 1640.000","255, 128, 128",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,92b4cd6c-1eab-ea11-829f-0691f30ba14c,InvestmentPortfolio,"400.000, 180.000","940.000, 840.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,b062e63c-f9ab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioInvolvement,"511.000, 180.000","1200.000, 460.000","255, 255, 255",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","1980.000, 100.000","234, 232, 232",
ea46b8fb-8d8b-ea11-8295-06e7a30f2f68,Investment Portfolio Analysis BOM Diagram,0de5e9f9-c9ab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioValuation,"469.000, 180.000","2560.000, 1020.000","255, 255, 255",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,185bcafb-9eb4-ea11-829f-0655b407fe5a,SalesSpecialistSupportService,"580.000, 180.000","1020.000, 730.000","255, 255, 255",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,6fd7342a-138d-e911-823e-067b7da9d714,System,"400.000, 180.000","400.000, 1120.000","234, 232, 232",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,a2167574-8f80-e911-823e-061de61e9206,AdministrativePlan,"505.000, 260.000","2042.500, 250.000","255, 255, 255",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,f5145a15-138d-e911-823e-067b7da9d714,Session,"400.000, 180.000","400.000, 1500.000","234, 232, 232",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,a965cff2-a1b4-ea11-829f-0655b407fe5a,SalesSpecialistSupportRequest,"566.000, 180.000","1320.000, 270.000","255, 255, 255",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,10a5334e-a3b4-ea11-829f-0655b407fe5a,SalesSpecialistSupportAssignmentSession,"690.000, 180.000","1080.000, 1500.000","255, 255, 255",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,23cc4801-c480-e911-823e-065e8061d7e6,Routine,"446.000, 320.000","2820.000, 230.000","255, 255, 255",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,c484df1b-1e91-e911-823e-06f3e7d1f9c0,Resource,"638.000, 320.000","640.000, 100.000","255, 255, 255",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,8d66c667-9fb4-ea11-829f-0655b407fe5a,SalesSpecialistSupportAdministrativePlan,"670.000, 180.000","1935.000, 730.000","255, 255, 255",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,8e5ac3ee-f490-e911-823e-06f3e7d1f9c0,SystemService,"400.000, 180.000","340.000, 730.000","234, 232, 232",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,10a63256-ff9b-e911-827a-06f79ea59412,SessionEvent,"400.000, 180.000","400.000, 1960.000","234, 232, 232",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,063a0dcf-0561-e911-8237-068e13695e26,Location,"400.000, 180.000","1460.000, 1080.000","234, 232, 232",
aefb07bc-958b-ea11-8295-06e7a30f2f68,Product Expert Sales Support BOM Diagram,e9641bc4-a4b4-ea11-829f-0655b407fe5a,SalesSpecialistSupportAssignmentSessionEvent,"777.000, 260.000","1049.000, 1960.000","255, 255, 255",
7a621b6b-cc86-ea11-8291-06df379e93e2,Securities Position Keeping BOM Diagram,5a795355-84a9-ea11-829f-06478228ed28,SecuritiesPosition,"400.000, 180.000","740.000, 700.000","255, 255, 255",
7a621b6b-cc86-ea11-8291-06df379e93e2,Securities Position Keeping BOM Diagram,ad471aa9-84a9-ea11-829f-06478228ed28,SecuritiesPositionLogEntry,"600.000, 180.000","1600.000, 1140.000","255, 255, 255",
7a621b6b-cc86-ea11-8291-06df379e93e2,Securities Position Keeping BOM Diagram,2d0e6218-3576-e911-823e-065f1d1f71b2,Log,"400.000, 180.000","1660.000, 320.000","234, 232, 232",
7a621b6b-cc86-ea11-8291-06df379e93e2,Securities Position Keeping BOM Diagram,2b91327b-b6a4-ea11-829f-0660fb1fa966,FinancialInstrument,"400.000, 180.000","220.000, 700.000","234, 232, 232",
7a621b6b-cc86-ea11-8291-06df379e93e2,Securities Position Keeping BOM Diagram,ffe016a6-7ba9-ea11-829f-06478228ed28,Security,"426.000, 260.000","480.000, 1140.000","255, 255, 255",
7a621b6b-cc86-ea11-8291-06df379e93e2,Securities Position Keeping BOM Diagram,574a8ba1-84a9-ea11-829f-06478228ed28,SecuritiesPositionLog,"656.000, 200.000","1520.000, 700.000","255, 255, 255",
7a621b6b-cc86-ea11-8291-06df379e93e2,Securities Position Keeping BOM Diagram,63b22f22-24d3-e911-8296-06b94e7647ce,LogEntry,"400.000, 180.000","2360.000, 340.000","255, 255, 255",
7a621b6b-cc86-ea11-8291-06df379e93e2,Securities Position Keeping BOM Diagram,66bab5d1-0056-e911-8237-060aad038e48,Event,"400.000, 180.000","3140.000, 320.000","234, 232, 232",
7a621b6b-cc86-ea11-8291-06df379e93e2,Securities Position Keeping BOM Diagram,43bcacca-69a9-ea11-829f-06478228ed28,InvestmentAccount,"400.000, 180.000","1040.000, 1270.000","255, 255, 255",
7a621b6b-cc86-ea11-8291-06df379e93e2,Securities Position Keeping BOM Diagram,a58c8a29-5a96-e911-823e-062d75b50cca,FinancialTransaction,"719.000, 440.000","2720.000, 1440.000","255, 128, 128",
7a621b6b-cc86-ea11-8291-06df379e93e2,Securities Position Keeping BOM Diagram,30cd2a06-86a9-ea11-829f-06478228ed28,SecuritiesTransaction,"658.000, 180.000","1400.000, 1620.000","255, 255, 255",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,92b4cd6c-1eab-ea11-829f-0691f30ba14c,InvestmentPortfolio,"620.000, 360.000","2070.000, 800.000","255, 255, 255",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,74f61336-c7ab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioPolicy,"420.000, 180.000","1580.000, 440.000","255, 255, 255",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,a1581823-c9ab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioSensitivityAnalysis,"610.000, 180.000","3805.000, 890.000","255, 128, 128",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,5c47482d-d8ab-ea11-829f-067a4ad4fc9c,FinancialMarket,"400.000, 180.000","2520.000, 1500.000","255, 128, 128",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,0de5e9f9-c9ab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioValuation,"469.000, 180.000","3875.500, 590.000","255, 128, 128",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,50b906a2-dfab-ea11-829f-067a4ad4fc9c,MarketOppurtunity,"400.000, 180.000","3910.000, 1500.000","255, 128, 128",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,c812ebb2-22a7-e911-8288-06c837085cb8,Policy,"400.000, 180.000","1580.000, 100.000","255, 255, 255",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,a89ab5c4-598b-e911-823e-0680522666ec,RuleSet,"400.000, 180.000","900.000, 100.000","234, 232, 232",
