UID Class Diagram,Class Diagram,UID BO,Referenced Element,Dimension,Positions,Colour,
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,45bf734f-de62-ea11-8290-0614a0f38526,AccountingRuleSet,"400.000, 180.000","2840.000, 640.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,fed7068f-20d6-e911-8296-06e1705194c6,ChartOfAccounts,"400.000, 180.000","2780.000, 1260.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,9fe05cf9-fd60-e911-8237-068e13695e26,Account,"400.000, 180.000","2800.000, 1620.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,c85dae93-dd62-ea11-8290-0614a0f38526,AccountingSystem,"400.000, 180.000","3540.000, 640.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,7167e022-20d6-e911-8296-06e1705194c6,JournalEntryLine,"400.000, 180.000","1280.000, 1420.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,69ad2f0a-0061-e911-8237-068e13695e26,AccountEntry,"400.000, 180.000","1780.000, 1620.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,7301eaaf-8c9e-e911-827a-06e8627b9e66,AccountStatement,"400.000, 180.000","3400.000, 1600.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","3440.000, 1260.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,ba9240b3-0056-e911-8237-060aad038e48,Action,"400.000, 180.000","1120.000, 300.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,"700.000, 180.000","300.000, 300.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,a58c8a29-5a96-e911-823e-062d75b50cca,FinancialTransaction,"400.000, 180.000","920.000, 700.000","255, 255, 255",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,94885b0f-22f7-e911-82bd-06554362bd22,Employee Agreement,"920.000, 240.000","1220.000, 680.000","255, 128, 128",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,981f6e23-2df7-e911-82bd-06554362bd22,SalaryArrangement,"400.000, 180.000","1040.000, 1640.000","255, 128, 128",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,6a51e05c-2ef7-e911-82bd-06554362bd22,RemunerationArrangement,"1440.000, 160.000","120.000, 1160.000","255, 128, 128",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,7fe6c8c1-4dfa-e911-82bd-06e507138132,CommissionArrangement,"457.000, 180.000","680.000, 1860.000","255, 128, 128",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,07076ed9-4dfa-e911-82bd-06e507138132,IncentiveArrangement,"400.000, 180.000","393.000, 1640.000","255, 128, 128",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"400.000, 180.000","1440.000, 300.000","255, 255, 255",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,a9d93263-2ff7-e911-82bd-06554362bd22,TerminationArrangement,"447.000, 180.000","1860.000, 1240.000","255, 255, 255",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,bcfa91dd-2ff7-e911-82bd-06554362bd22,BenefitArrangement,"400.000, 180.000","1280.000, 1960.000","255, 128, 128",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,b5e4b61f-6afa-e911-82bd-060c1aa554c0,ProbationaryArrangement,"465.000, 180.000","1600.000, 1480.000","255, 255, 255",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,2e608da9-7c00-ea11-82c2-06bea3a5b676,CommissionArrangementFulfilmentEvent,"712.000, 180.000","600.000, 2520.000","255, 128, 128",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,0de86886-7c00-ea11-82c2-06bea3a5b676,SalaryArrangementFulfilmentEvent,"611.000, 180.000","949.000, 2240.000","255, 128, 128",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,9d0c632b-7c00-ea11-82c2-06bea3a5b676,BenefitArrangementFulfilmentEvent,"631.000, 180.000","1434.000, 2460.000","255, 128, 128",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,30cd38cb-7c00-ea11-82c2-06bea3a5b676,IncentiveArrangementFulfilmentEvent,"653.000, 180.000","140.000, 2160.000","255, 128, 128",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,7314f250-f5a9-e911-8288-06812ee60d2a,MoneyTransferTransaction,"480.000, 180.000","2660.000, 1980.000","255, 255, 255",
53538bba-7b00-ea11-82c2-06bea3a5b676,Employee Salary Payment Helper Diagram,e7ee84d3-73fa-e911-82bd-060c1aa554c0,EmployeeSalary,"800.000, 560.000","2540.000, 2420.000","255, 128, 128",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,e2cc80ca-5c8d-eb11-8310-068d732c0449,ProductFeatureModality,"400.000, 180.000","1620.000, 1140.000","255, 255, 255",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,acebac7f-bd56-e911-8237-06ecaacb4c68,Condition,"400.000, 180.000","2920.000, 1220.000","234, 232, 232",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,64fe5512-598d-eb11-8310-068d732c0449,Feature,"400.000, 180.000","2600.000, 780.000","234, 232, 232",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,d16fa97c-588d-eb11-8310-068d732c0449,FeatureModality,"400.000, 180.000","2420.000, 1140.000","255, 255, 255",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,48c585c3-5b97-e911-823e-065ba593ba6e,ServiceModality,"400.000, 180.000","2560.000, 1940.000","255, 255, 255",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,9e6e153d-5997-e911-823e-065ba593ba6e,ProductService,"400.000, 180.000","1220.000, 1500.000","255, 255, 255",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,ff366834-b97b-e911-823e-061c465efe24,ProductTermAndCondition,"477.000, 180.000","950.000, 1180.000","255, 255, 255",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,0cbfb7fb-5997-e911-823e-065ba593ba6e,Service,"400.000, 180.000","2660.000, 1500.000","234, 232, 232",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,823053bb-a486-e911-823e-062687e6a904,ProductFeature,"440.000, 180.000","1360.000, 780.000","234, 232, 232",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"400.000, 180.000","440.000, 400.000","234, 232, 232",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,5277bbed-5897-e911-823e-065ba593ba6e,ProductServiceModality,"432.000, 180.000","1220.000, 1940.000","255, 255, 255",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct,"400.000, 180.000","1360.000, 400.000","234, 232, 232",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","440.000, 780.000","234, 232, 232",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,ba9240b3-0056-e911-8237-060aad038e48,Action,"400.000, 180.000","3560.000, 1180.000","234, 232, 232",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,b6c65e81-f197-e911-827a-06d89370a58e,ServiceArrangementModality,"514.000, 180.000","420.000, 1940.000","255, 255, 255",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,7dc5407b-c172-eb11-8305-06e7df9dc079,ServiceFulfilmentAction,"400.000, 180.000","3540.000, 1480.000","255, 255, 255",
122f6ef0-ee97-e911-827a-06d89370a58e,Agreement-Product Helper Diagram,c80f2ee6-f097-e911-827a-06d89370a58e,ServiceArrangement,"400.000, 180.000","440.000, 1480.000","255, 255, 255",
1eea8388-b8d3-e911-8296-0699dd1a0780,Analysis Helper Diagram,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,"681.000, 440.000","1140.000, 810.000","255, 255, 255",
1eea8388-b8d3-e911-8296-0699dd1a0780,Analysis Helper Diagram,231bdf18-2e76-e911-823e-065f1d1f71b2,Algorithm,"600.000, 440.000","2080.000, 720.000","255, 255, 255",
1eea8388-b8d3-e911-8296-0699dd1a0780,Analysis Helper Diagram,a89ab5c4-598b-e911-823e-0680522666ec,RuleSet,"400.000, 180.000","1800.000, 1570.000","234, 232, 232",
1eea8388-b8d3-e911-8296-0699dd1a0780,Analysis Helper Diagram,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,"400.000, 240.000","1720.000, 360.000","234, 232, 232",
1eea8388-b8d3-e911-8296-0699dd1a0780,Analysis Helper Diagram,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,"400.000, 180.000","1800.000, 1310.000","234, 232, 232",
1eea8388-b8d3-e911-8296-0699dd1a0780,Analysis Helper Diagram,7843530c-f6ab-ea11-829f-067a4ad4fc9c,AnalysisReport,"400.000, 180.000","380.000, 1090.000","255, 255, 255",
1eea8388-b8d3-e911-8296-0699dd1a0780,Analysis Helper Diagram,e48b3c8e-b4ae-e911-828c-06d72c197ec4,Model,"280.000, 120.000","360.000, 600.000","255, 255, 255",
1eea8388-b8d3-e911-8296-0699dd1a0780,Analysis Helper Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","300.000, 80.000","234, 232, 232",
1eea8388-b8d3-e911-8296-0699dd1a0780,Analysis Helper Diagram,042d3277-c799-ea11-8295-06af1d004f9a,InstructionInvolvement,"400.000, 180.000","940.000, 360.000","255, 255, 255",
1eea8388-b8d3-e911-8296-0699dd1a0780,Analysis Helper Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","300.000, 360.000","234, 232, 232",
1eea8388-b8d3-e911-8296-0699dd1a0780,Analysis Helper Diagram,052c41f9-7559-ea11-8290-064864f205d8,AnalysisModel,"400.000, 180.000","340.000, 850.000","255, 255, 255",
82d4660d-b6da-e911-82a8-06a46ad19552,Lien Helper Diagram,0250b837-e797-e911-827a-06d89370a58e,LienFeature,"409.000, 200.000","2228.000, 560.000","255, 255, 255",
82d4660d-b6da-e911-82a8-06a46ad19552,Lien Helper Diagram,efd74dde-5896-e911-823e-062d75b50cca,LienArrangement,"584.000, 680.000","1088.000, 540.000","255, 255, 255",
82d4660d-b6da-e911-82a8-06a46ad19552,Lien Helper Diagram,823053bb-a486-e911-823e-062687e6a904,ProductFeature,"400.000, 180.000","2232.500, 160.000","255, 255, 255",
82d4660d-b6da-e911-82a8-06a46ad19552,Lien Helper Diagram,3a451382-f6a2-e911-8280-06df5c9909ce,LienFacilityArrangement,"631.000, 180.000","108.000, 790.000","255, 255, 255",
82d4660d-b6da-e911-82a8-06a46ad19552,Lien Helper Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","1180.000, 160.000","255, 255, 255",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,c80f2ee6-f097-e911-827a-06d89370a58e,ServiceArrangement,"400.000, 180.000","1220.000, 1260.000","255, 255, 255",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,9fe05cf9-fd60-e911-8237-068e13695e26,Account,"420.000, 180.000","240.000, 800.000","234, 232, 232",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,19e3a4ab-2b8e-eb11-8310-06b05e4cbf1f,FinancialFacility,"400.000, 180.000","2840.000, 320.000","255, 255, 255",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,"400.000, 180.000","940.000, 1600.000","234, 232, 232",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","1040.000, 780.000","234, 232, 232",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,64fe5512-598d-eb11-8310-068d732c0449,Feature,"478.000, 180.000","2870.000, 800.000","255, 255, 255",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,704a53fd-9493-eb11-8314-0620279967a9,FeatureTypeValues,"445.000, 722.000","3520.000, 878.000","255, 255, 255",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"400.000, 180.000","1040.000, 340.000","234, 232, 232",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,0cbfb7fb-5997-e911-823e-065ba593ba6e,Service,"400.000, 180.000","2840.000, 1260.000","234, 232, 232",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct,"400.000, 180.000","1920.000, 340.000","234, 232, 232",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,"400.000, 180.000","940.000, 1980.000","234, 232, 232",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,823053bb-a486-e911-823e-062687e6a904,ProductFeature,"400.000, 180.000","1920.000, 800.000","234, 232, 232",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,9e6e153d-5997-e911-823e-065ba593ba6e,ProductService,"400.000, 180.000","1980.000, 1260.000","255, 255, 255",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,acebac7f-bd56-e911-8237-06ecaacb4c68,Condition,"400.000, 180.000","3080.000, 1600.000","234, 232, 232",
73caefa3-2a8e-eb11-8310-06b05e4cbf1f,Facility Helper Diagram,69ad2f0a-0061-e911-8237-068e13695e26,AccountEntry,"400.000, 180.000","240.000, 1980.000","234, 232, 232",
ceca91da-b2da-e911-82a8-06a46ad19552,Sweep Helper Diagram,66bab5d1-0056-e911-8237-060aad038e48,Event,"400.000, 180.000","760.000, 120.000","255, 255, 255",
ceca91da-b2da-e911-82a8-06a46ad19552,Sweep Helper Diagram,823053bb-a486-e911-823e-062687e6a904,ProductFeature,"400.000, 180.000","2880.000, 350.000","255, 255, 255",
ceca91da-b2da-e911-82a8-06a46ad19552,Sweep Helper Diagram,ca976c42-7c96-e911-823e-062d75b50cca,SweepArrangement,"726.000, 460.000","1840.000, 670.000","255, 255, 255",
ceca91da-b2da-e911-82a8-06a46ad19552,Sweep Helper Diagram,7314f250-f5a9-e911-8288-06812ee60d2a,MoneyTransferTransaction,"480.000, 180.000","769.500, 1710.000","255, 255, 255",
ceca91da-b2da-e911-82a8-06a46ad19552,Sweep Helper Diagram,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,"462.000, 180.000","778.500, 1310.000","255, 255, 255",
ceca91da-b2da-e911-82a8-06a46ad19552,Sweep Helper Diagram,2b542337-b6a4-e911-8284-062084c0b880,SweepArrangementFulfilmentEvent,"819.000, 260.000","600.000, 700.000","255, 255, 255",
ceca91da-b2da-e911-82a8-06a46ad19552,Sweep Helper Diagram,3ff13944-e797-e911-827a-06d89370a58e,SweepFeature,"451.000, 200.000","2880.000, 670.000","255, 255, 255",
ceca91da-b2da-e911-82a8-06a46ad19552,Sweep Helper Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","2003.000, 330.000","255, 255, 255",
ceca91da-b2da-e911-82a8-06a46ad19552,Sweep Helper Diagram,3b53beb6-f4a9-e911-8288-06812ee60d2a,ArrangementFulfilmentEvent,"507.000, 180.000","700.000, 420.000","255, 255, 255",
822a0a00-759d-e911-827a-069b88dafb42,Fulfillment Helper Diagram,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,"400.000, 180.000","680.000, 1060.000","255, 255, 255",
822a0a00-759d-e911-827a-069b88dafb42,Fulfillment Helper Diagram,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,"400.000, 180.000","680.000, 1460.000","255, 255, 255",
822a0a00-759d-e911-827a-069b88dafb42,Fulfillment Helper Diagram,ba9240b3-0056-e911-8237-060aad038e48,Action,"400.000, 180.000","1380.000, 1460.000","255, 255, 255",
822a0a00-759d-e911-827a-069b88dafb42,Fulfillment Helper Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"400.000, 180.000","680.000, 220.000","255, 255, 255",
822a0a00-759d-e911-827a-069b88dafb42,Fulfillment Helper Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","680.000, 600.000","255, 255, 255",
822a0a00-759d-e911-827a-069b88dafb42,Fulfillment Helper Diagram,66bab5d1-0056-e911-8237-060aad038e48,Event,"400.000, 180.000","2000.000, 1460.000","255, 255, 255",
751c842d-e1a3-e911-8284-06b7f5ab5bd4,Event Helper Diagram,525ff2e7-ee9b-e911-827a-06f79ea59412,ServicingEvent,"400.000, 180.000","1340.000, 1700.000","255, 255, 255",
751c842d-e1a3-e911-8284-06b7f5ab5bd4,Event Helper Diagram,2d0e6218-3576-e911-823e-065f1d1f71b2,Log,"470.000, 320.000","660.000, 550.000","255, 255, 255",
751c842d-e1a3-e911-8284-06b7f5ab5bd4,Event Helper Diagram,4b8c8046-af9d-e911-827a-06c73ecc951a,DateTime,"400.000, 180.000","1060.000, 80.000","255, 255, 255",
751c842d-e1a3-e911-8284-06b7f5ab5bd4,Event Helper Diagram,10a63256-ff9b-e911-827a-06f79ea59412,SessionEvent,"400.000, 180.000","940.000, 1260.000","255, 255, 255",
751c842d-e1a3-e911-8284-06b7f5ab5bd4,Event Helper Diagram,66bab5d1-0056-e911-8237-060aad038e48,Event,"506.000, 680.000","1620.000, 320.000","255, 255, 255",
751c842d-e1a3-e911-8284-06b7f5ab5bd4,Event Helper Diagram,904758f4-6180-e911-823e-066c44d66510,CustomerEvent,"885.000, 180.000","1430.500, 1260.000","255, 255, 255",
751c842d-e1a3-e911-8284-06b7f5ab5bd4,Event Helper Diagram,56af07d7-8575-e911-823e-064d1e9fbc72,CustomerContact,"628.000, 640.000","1915.500, 1660.000","255, 255, 255",
0919cb89-24d3-e911-8296-06b94e7647ce,Log Helper Diagram,63b22f22-24d3-e911-8296-06b94e7647ce,LogEntry,"566.000, 380.000","1140.000, 420.000","255, 255, 255",
0919cb89-24d3-e911-8296-06b94e7647ce,Log Helper Diagram,d6f08186-25d3-e911-8296-06b94e7647ce,LogEntryInvolvement,"400.000, 180.000","980.000, 1020.000","255, 255, 255",
0919cb89-24d3-e911-8296-06b94e7647ce,Log Helper Diagram,ade7518a-016a-eb11-82f6-0662bdd087b7,LogEntryPositionAssignment,"477.000, 180.000","1440.000, 1040.000","255, 255, 255",
0919cb89-24d3-e911-8296-06b94e7647ce,Log Helper Diagram,fd0da82c-016a-eb11-82f6-0662bdd087b7,LogPosition,"444.000, 260.000","2140.000, 960.000","255, 255, 255",
0919cb89-24d3-e911-8296-06b94e7647ce,Log Helper Diagram,2d0e6218-3576-e911-823e-065f1d1f71b2,Log,"470.000, 320.000","2080.000, 450.000","255, 255, 255",
0919cb89-24d3-e911-8296-06b94e7647ce,Log Helper Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","940.000, 1360.000","234, 232, 232",
0919cb89-24d3-e911-8296-06b94e7647ce,Log Helper Diagram,66bab5d1-0056-e911-8237-060aad038e48,Event,"400.000, 180.000","320.000, 520.000","234, 232, 232",
0919cb89-24d3-e911-8296-06b94e7647ce,Log Helper Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","280.000, 1340.000","234, 232, 232",
0919cb89-24d3-e911-8296-06b94e7647ce,Log Helper Diagram,6cb2c806-87d1-ea11-82b1-061e3979cf2c,Position,"431.000, 320.000","2182.000, 1360.000","234, 232, 232",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,0c462ee4-a167-eb11-82f6-06f5e4900cbd,PlanInvolvement,"400.000, 180.000","1320.000, 840.000","255, 255, 255",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","1320.000, 540.000","234, 232, 232",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,5536bb98-a367-eb11-82f6-06f5e4900cbd,PlannedAction,"425.000, 200.000","1295.000, 1140.000","255, 255, 255",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,854144d8-a267-eb11-82f6-06f5e4900cbd,PlanClassificationValues,"455.000, 362.000","2865.000, 130.000","255, 255, 255",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"701.000, 320.000","1059.000, 1614.000","234, 232, 232",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","1320.000, 200.000","234, 232, 232",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,8806b58b-fc94-ea11-8295-06c610ca3b44,Goal,"400.000, 180.000","2860.000, 740.000","255, 255, 255",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,14db05d8-8375-e911-823e-064d1e9fbc72,BudgetArrangement,"683.000, 200.000","1980.000, 1614.000","255, 255, 255",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,6472836c-9c67-eb11-82f6-06f5e4900cbd,Plan,"482.000, 440.000","2020.000, 800.000","255, 255, 255",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,9fe05cf9-fd60-e911-8237-068e13695e26,Account,"400.000, 180.000","2980.000, 1614.000","234, 232, 232",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,0cbfb7fb-5997-e911-823e-065ba593ba6e,Service,"400.000, 180.000","580.000, 1160.000","255, 255, 255",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"400.000, 180.000","1900.000, 432.000","234, 232, 232",
30cdc136-9c67-eb11-82f6-06f5e4900cbd,Plan Helper Diagram,3715fd9d-0b71-eb11-82fd-06e9e7239879,BudgetTypeValues,"445.000, 302.000","2155.000, 1840.000","255, 255, 255",
a5105042-4dad-e911-828c-06a421ebc0a4,Directory Helper Diagram,0120d195-d877-e911-823e-067f69a9229a,DirectoryEntry,"582.000, 200.000","1440.000, 320.000","255, 255, 255",
a5105042-4dad-e911-828c-06a421ebc0a4,Directory Helper Diagram,5267c49f-4dad-e911-828c-06a421ebc0a4,DirectoryConfigurationOption,"525.000, 180.000","915.000, 780.000","255, 255, 255",
a5105042-4dad-e911-828c-06a421ebc0a4,Directory Helper Diagram,f09a608f-d877-e911-823e-067f69a9229a,Directory,"560.000, 260.000","500.000, 320.000","255, 255, 255",
a5105042-4dad-e911-828c-06a421ebc0a4,Directory Helper Diagram,287985f8-f2ad-e911-828c-06b8556a313a,Property,"400.000, 180.000","2420.000, 320.000","255, 255, 255",
